,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_point,efficiency
277,49.1,0.0,75.7,5.0,1.1,0.7,0.7,1.1,1,707.2,0.41106719367588934
278,53.1,0.0,64.9,4.9,1.7,0.6,0.6,2.4,0,1001.7,0.6309523809523809
279,45.4,22.2,64.6,4.7,2.4,1.6,0.4,1.6,1,717.5999999999999,0.4052863436123348
280,39.6,31.9,77.0,2.0,0.7,0.9,0.1,0.3,0,472.0,0.297979797979798
281,45.5,20.0,72.8,4.7,1.3,0.6,0.8,1.1,1,680.0,0.3881278538812786
282,43.0,25.0,74.1,2.0,2.0,1.2,0.3,1.7,1,677.6,0.42105263157894746
283,43.7,29.8,80.1,2.1,3.6,0.8,0.0,1.5,1,834.3000000000001,0.4951923076923077
284,39.7,0.0,58.1,4.9,1.1,0.4,0.7,1.7,1,335.0,0.34183673469387754
285,45.4,27.9,77.7,2.3,4.5,0.9,0.1,1.9,1,424.0,0.2717948717948718
286,46.7,33.3,67.6,7.1,0.7,0.8,1.1,1.4,1,562.5,0.40106951871657753
287,40.8,32.9,83.3,1.7,3.0,0.6,0.1,1.6,1,462.3,0.37912087912087916
288,56.2,0.0,61.4,3.6,0.7,0.5,1.5,0.9,1,434.59999999999997,0.29775280898876405
289,49.0,22.2,66.3,3.3,1.2,0.3,0.4,0.9,1,505.6,0.45664739884393063
290,58.1,0.0,72.7,4.2,0.5,0.5,0.5,1.4,1,448.79999999999995,0.4370860927152318
291,54.5,0.0,58.7,4.3,0.7,0.5,0.6,1.2,1,500.5,0.43333333333333335
292,45.6,8.3,74.3,3.5,1.3,0.3,0.2,1.0,1,448.79999999999995,0.4459459459459459
293,47.6,0.0,63.2,3.5,0.5,0.3,0.4,1.1,1,400.40000000000003,0.36363636363636365
294,47.1,0.0,69.3,2.9,0.8,0.6,0.2,0.7,1,290.40000000000003,0.3098591549295775
295,42.3,25.0,72.9,2.6,1.8,0.6,0.3,0.9,0,308.2,0.338235294117647
296,47.6,0.0,68.7,3.4,0.4,0.3,0.3,1.2,1,351.0,0.4
297,41.3,35.0,76.9,1.6,1.1,0.7,0.3,0.8,0,325.0,0.3787878787878788
298,52.7,0.0,63.9,3.5,0.4,0.3,0.1,0.9,1,260.40000000000003,0.31818181818181823
299,45.0,23.5,70.1,1.7,1.3,0.4,0.1,0.9,0,352.0,0.41984732824427484
300,54.4,0.0,64.9,2.9,1.0,0.3,0.5,1.0,1,330.4,0.4341085271317829
301,65.9,0.0,62.6,4.4,0.9,0.7,0.8,1.1,0,518.0,0.40659340659340665
302,44.1,32.0,79.7,1.7,0.7,0.4,0.1,0.9,1,359.59999999999997,0.5043478260869565
303,39.3,0.0,35.3,2.9,0.5,0.2,0.2,1.1,0,133.0,0.34545454545454546
304,38.0,33.3,75.0,0.8,1.0,0.6,0.1,0.7,0,138.6,0.3
305,41.1,4.5,86.8,1.2,0.5,0.3,0.1,0.8,1,295.0,0.4672897196261683
306,48.6,0.0,60.0,1.7,0.6,0.2,0.2,0.4,0,189.0,0.40384615384615385
307,42.6,28.3,78.9,1.2,0.9,0.4,0.1,0.7,1,328.3,0.5157894736842106
308,46.8,0.0,69.0,1.5,0.7,0.3,0.3,0.6,1,228.0,0.4367816091954023
309,42.7,0.0,75.0,1.4,1.1,0.3,0.0,0.6,0,127.10000000000001,0.37349397590361444
310,43.6,0.0,74.6,1.9,0.4,0.1,0.1,0.6,1,229.4,0.4625
311,37.8,20.0,63.6,1.0,0.8,0.3,0.1,0.8,0,146.2,0.5074626865671642
312,45.5,0.0,60.8,2.2,0.3,0.1,0.6,0.6,0,111.30000000000001,0.20792079207920794
313,33.8,31.0,63.0,0.6,0.6,0.2,0.0,0.5,0,124.19999999999999,0.3833333333333333
314,47.4,0.0,73.9,9.0,2.0,1.1,2.1,3.4,0,1000.0,0.5649717514124294
315,49.0,20.0,68.7,8.0,2.4,1.2,0.5,3.0,1,1402.2,0.5181818181818182
316,49.6,0.0,48.1,8.9,2.9,1.3,0.5,3.4,1,1206.9,0.4869281045751634
317,51.5,0.0,68.4,7.2,1.0,0.4,0.5,2.3,1,1190.7,0.5231316725978647
318,49.0,33.3,74.6,7.6,1.0,0.8,2.6,1.8,1,876.9,0.42045454545454547
319,46.3,18.5,89.6,2.1,1.9,1.3,0.4,1.4,1,770.0,0.5533596837944664
320,46.8,28.0,55.7,2.6,2.0,0.8,0.1,1.9,1,1012.5,0.5
321,48.1,31.3,79.8,1.5,4.8,0.8,0.1,1.9,1,770.8000000000001,0.39330543933054396
322,42.6,0.0,73.0,4.3,1.1,0.5,0.5,1.1,0,492.0,0.3468208092485549
323,51.9,0.0,66.2,8.6,1.7,0.9,0.4,2.3,1,739.1999999999999,0.41739130434782606
324,50.7,0.0,60.7,5.7,0.7,0.5,0.8,1.4,1,680.6,0.4009661835748793
325,46.6,22.2,78.1,6.1,1.2,0.5,0.6,1.3,0,429.20000000000005,0.3592233009708738
326,55.8,0.0,67.3,3.9,1.1,0.9,0.5,1.9,1,680.0,0.425
327,53.9,16.7,61.1,4.6,0.7,0.6,0.6,1.2,1,524.8000000000001,0.3404255319148936
328,45.6,0.0,53.1,4.1,0.6,0.4,0.1,1.2,1,333.7,0.25268817204301075
329,46.9,0.0,64.7,4.3,0.3,0.5,0.1,1.1,1,492.8,0.4502923976608187
330,48.3,18.2,78.5,1.6,4.3,1.0,0.1,2.0,1,616.1999999999999,0.5
331,47.4,31.0,80.6,1.5,2.5,1.0,0.0,1.3,1,560.9,0.461038961038961
332,42.7,31.0,59.6,3.3,0.5,0.5,0.5,1.2,0,238.0,0.4093567251461988
333,45.7,31.1,61.1,1.9,2.9,0.9,0.1,1.4,0,347.90000000000003,0.296969696969697
334,47.2,9.1,61.9,3.1,1.1,1.0,0.8,1.2,0,366.6,0.31333333333333335
335,48.1,27.0,78.5,1.7,3.5,0.9,0.0,1.4,0,418.0,0.36912751677852346
336,46.5,0.0,72.3,4.7,0.6,0.3,0.4,1.3,1,416.0,0.35135135135135137
337,40.9,17.6,58.3,1.7,0.9,0.4,0.1,0.9,0,353.6,0.40944881889763785
338,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,262.4,0.3228346456692913
339,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,262.4,0.3228346456692913
340,60.4,0.0,42.5,2.8,0.3,0.4,0.4,0.4,0,148.39999999999998,0.25925925925925924
341,48.0,0.0,85.2,1.5,0.8,0.3,0.1,0.9,0,330.0,0.47619047619047616
342,38.4,32.0,75.6,1.6,0.9,0.4,0.2,0.6,0,346.5,0.28125
343,40.8,20.0,60.0,1.0,1.8,0.4,0.1,1.1,0,166.5,0.3557692307692308
344,38.3,11.1,51.4,0.7,1.5,0.8,0.1,0.9,0,157.5,0.3431372549019608
345,45.5,0.0,72.8,1.0,1.2,0.4,0.1,0.7,1,275.2,0.43
346,44.4,50.0,55.8,1.5,1.6,0.8,0.3,0.9,1,203.5,0.4021739130434783
347,44.2,20.0,92.6,1.0,0.9,0.4,0.1,0.6,1,256.5,0.5294117647058824
348,55.7,0.0,66.7,1.1,0.2,0.1,0.2,0.5,0,122.39999999999999,0.4473684210526316
349,36.4,25.0,92.9,0.8,1.2,0.3,0.1,0.9,1,182.4,0.4210526315789474
350,40.7,0.0,79.5,2.0,0.3,0.1,0.2,0.8,1,153.60000000000002,0.463768115942029
351,30.8,26.4,64.4,1.4,3.2,0.9,0.1,1.2,0,210.0,0.18543046357615894
352,51.5,17.3,84.5,6.5,5.9,2.4,0.8,3.5,1,2312.4,0.7362924281984334
353,47.0,0.0,76.7,4.0,3.1,1.2,0.1,2.5,1,1128.0,0.4533762057877813
354,53.7,0.0,71.1,8.6,2.8,0.7,2.7,2.3,1,760.0,0.3424657534246575
355,54.5,16.7,73.3,8.6,1.9,1.2,1.0,2.5,1,1148.0,0.4895104895104895
356,47.1,25.0,82.0,7.4,1.6,0.8,0.8,1.2,1,902.0,0.38869257950530034
357,44.6,20.0,82.9,2.1,4.4,1.3,0.1,2.1,1,704.0,0.34108527131782945
358,51.1,0.0,78.4,5.7,0.5,0.5,1.1,1.5,1,837.4,0.4291497975708502
359,60.0,0.0,62.0,6.8,1.4,0.4,0.5,2.3,1,1049.6000000000001,0.5470085470085471
360,46.7,22.2,65.7,6.4,0.4,0.4,0.6,1.3,1,762.6,0.42660550458715596
361,54.3,0.0,73.7,5.2,0.7,0.6,0.4,1.1,1,532.5,0.3302325581395349
362,49.8,36.4,73.4,3.4,3.5,1.6,0.3,2.1,1,726.8,0.43192488262910794
363,55.7,0.0,71.5,5.1,1.0,0.2,0.4,1.5,1,725.4000000000001,0.458128078817734
364,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,1,655.2,0.417910447761194
365,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,655.2,0.417910447761194
366,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,655.2,0.417910447761194
367,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,1,107.30000000000001,0.225609756097561
368,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,107.30000000000001,0.225609756097561
369,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,107.30000000000001,0.225609756097561
370,45.4,0.0,85.9,3.0,1.5,0.4,0.1,1.3,1,417.59999999999997,0.29292929292929293
371,46.0,0.0,67.8,3.5,1.9,0.7,0.1,1.4,1,541.1999999999999,0.34196891191709844
372,52.8,33.3,78.9,3.7,1.3,0.5,1.3,1.7,1,496.0,0.41450777202072536
373,45.3,35.1,75.4,1.9,3.1,1.0,0.1,1.4,1,553.8,0.37967914438502676
374,47.0,0.0,47.4,4.4,0.5,0.5,0.5,1.9,1,510.0,0.36363636363636365
375,47.1,18.2,73.6,1.3,5.1,1.3,0.1,1.8,1,459.2,0.3076923076923077
376,45.9,16.0,81.0,1.5,1.7,0.6,0.2,1.1,0,525.4,0.4104046242774566
377,46.0,18.8,71.1,1.8,2.9,1.0,0.2,1.3,0,325.6,0.25882352941176473
378,49.8,0.0,54.1,4.9,0.3,0.4,0.3,1.2,1,297.0,0.3235294117647059
379,47.8,0.0,73.3,3.6,0.5,0.2,0.2,1.0,0,377.4,0.33774834437086093
380,43.1,50.0,82.0,2.4,0.9,0.3,0.2,0.9,1,208.79999999999998,0.40277777777777773
381,49.2,0.0,66.9,3.3,1.3,0.4,0.2,1.3,1,382.20000000000005,0.34265734265734266
382,58.9,0.0,39.8,3.6,0.8,0.5,0.8,0.9,0,247.9,0.2781954887218045
383,41.6,0.0,70.6,2.1,1.4,0.3,0.2,1.3,0,300.9,0.39843749999999994
384,47.8,0.0,64.6,2.7,0.8,0.6,0.4,0.9,1,469.7,0.4919354838709677
385,32.6,0.0,56.4,3.1,0.4,0.2,0.8,0.8,0,79.5,0.12195121951219512
386,48.6,0.0,75.8,2.5,0.5,0.2,0.5,1.2,1,192.0,0.2689075630252101
387,49.6,0.0,80.0,1.6,0.4,0.5,0.1,1.2,1,313.59999999999997,0.5
388,38.3,22.2,75.5,1.0,1.4,0.5,0.1,1.1,0,258.29999999999995,0.3796296296296296
389,39.7,25.0,70.7,2.0,0.4,0.2,0.2,0.8,0,250.79999999999998,0.3584905660377358
390,44.0,0.0,75.0,1.6,0.7,0.2,0.2,0.6,0,193.79999999999998,0.3619047619047619
391,36.7,0.0,50.9,1.6,0.4,0.4,0.1,0.7,0,204.0,0.3695652173913044
392,37.3,0.0,76.5,1.3,0.9,0.5,0.2,0.6,1,194.7,0.3626373626373626
393,48.2,0.0,64.2,1.4,0.3,0.2,0.3,0.7,0,229.5,0.5
394,38.3,0.0,68.8,0.6,0.4,0.5,0.1,0.7,0,197.4,0.47191011235955055
395,37.3,13.3,69.2,0.5,1.2,0.2,0.0,0.7,1,121.60000000000001,0.45070422535211274
396,41.5,0.0,52.0,1.4,0.6,0.2,0.1,0.4,0,90.3,0.295774647887324
397,41.2,0.0,50.0,1.9,0.3,0.2,0.3,0.4,0,50.7,0.18840579710144928
398,41.9,36.4,67.7,0.9,0.7,0.1,0.1,0.8,0,128.7,0.5499999999999999
399,38.8,0.0,88.2,0.6,0.7,0.1,0.0,0.5,1,68.4,0.3829787234042553
400,52.3,25.0,66.1,11.1,2.0,0.8,2.4,3.6,1,1722.0,0.6402439024390244
401,48.0,18.8,75.3,6.9,2.1,0.9,0.8,2.0,1,972.0,0.4
402,46.9,0.0,73.0,2.5,8.3,1.5,0.2,3.4,1,672.0,0.3111111111111111
403,49.9,25.0,73.1,5.7,2.2,0.7,0.7,1.5,1,853.2,0.41064638783269963
404,35.6,24.5,63.8,3.0,0.3,0.4,0.1,0.9,1,218.4,0.328125
405,44.8,24.1,74.2,4.0,2.3,1.3,0.1,1.7,1,1016.8000000000001,0.4787644787644788
406,51.2,0.0,75.2,5.7,1.6,0.5,1.5,1.3,1,688.5,0.34274193548387094
407,44.4,32.4,82.6,1.9,1.9,0.3,0.2,1.4,1,980.1,0.4959016393442623
408,46.2,16.7,78.5,2.7,3.9,1.6,0.4,2.1,1,753.3000000000001,0.38912133891213396
409,49.6,0.0,59.0,6.2,0.9,0.4,1.8,1.4,1,440.0,0.23706896551724138
410,48.4,23.5,80.6,2.2,2.4,1.1,0.3,1.6,1,784.4,0.4796380090497737
411,46.7,23.1,77.2,3.8,1.5,0.8,0.5,0.9,0,738.0,0.42654028436018954
412,44.3,11.5,67.3,2.1,2.9,1.2,0.3,1.4,1,467.40000000000003,0.27272727272727276
413,53.6,25.0,83.7,3.8,1.2,0.7,0.5,1.3,1,576.6999999999999,0.37628865979381443
414,44.8,26.2,78.7,1.5,2.2,0.7,0.1,1.4,0,664.0,0.4662921348314607
415,45.8,0.0,65.6,4.1,0.2,0.2,0.7,0.6,0,96.10000000000001,0.24603174603174605
416,44.5,24.3,88.9,1.2,3.3,0.4,0.0,1.1,1,503.70000000000005,0.39204545454545453
417,45.1,25.0,72.8,2.9,1.9,1.3,0.3,1.5,1,631.4,0.4476744186046512
418,46.4,9.1,72.7,2.1,1.8,0.8,0.1,1.0,0,453.59999999999997,0.3727810650887574
419,41.7,26.7,79.1,2.0,3.5,1.6,0.2,2.4,1,647.8000000000001,0.4906832298136646
420,41.3,11.1,77.7,1.6,3.4,1.2,0.1,1.4,0,327.6,0.2641509433962264
421,45.6,41.4,71.9,3.7,0.8,0.6,0.1,1.2,1,549.4,0.5189873417721518
422,44.1,0.0,71.4,2.5,2.3,0.5,0.2,1.3,1,457.5,0.3885350318471337
423,50.3,40.0,60.9,0.9,0.9,0.2,0.0,0.4,1,351.0,0.3284671532846716
424,43.9,0.0,71.4,3.6,0.5,0.4,0.3,1.2,1,254.8,0.3823529411764706
425,51.7,0.0,60.8,2.9,0.8,0.3,1.1,0.8,1,280.8,0.2706766917293233
426,41.6,37.5,67.6,1.3,0.7,0.4,0.1,0.9,0,201.4,0.424
427,45.9,26.3,77.0,1.6,1.3,0.3,0.1,0.8,0,341.0,0.496
428,50.9,0.0,85.1,1.2,1.2,0.5,0.0,0.8,0,260.0,0.5555555555555556
429,38.8,0.0,70.0,2.4,0.9,0.2,0.4,0.7,0,126.9,0.24324324324324326
430,41.9,12.5,82.1,0.9,0.9,0.3,0.0,0.7,1,148.5,0.3203883495145631
431,44.5,18.2,61.5,0.7,3.0,0.2,0.0,0.7,1,142.1,0.31182795698924726
432,49.7,0.0,61.5,1.2,0.8,0.5,0.4,1.0,0,216.0,0.48387096774193544
433,54.4,0.0,53.8,2.9,0.5,0.5,0.3,0.5,0,120.9,0.3647058823529412
434,38.4,0.0,69.6,1.9,0.3,0.2,0.7,0.6,1,165.29999999999998,0.34939759036144574
435,39.7,23.1,78.3,1.0,0.8,0.4,0.0,0.4,1,119.7,0.25609756097560976
436,37.3,29.0,62.5,2.2,2.4,1.0,0.3,1.2,0,135.29999999999998,0.24260355029585798
437,37.9,36.0,93.8,2.5,0.4,0.3,0.0,0.2,0,180.2,0.27419354838709675
438,27.0,0.0,66.7,1.5,0.5,0.1,0.1,1.0,0,28.5,0.24050632911392403
439,57.1,0.0,41.8,1.8,0.5,0.3,0.2,0.4,0,166.5,0.46835443037974683
440,44.8,0.0,64.3,0.9,0.8,0.3,0.1,0.6,1,148.5,0.3552631578947369
441,45.5,0.0,31.3,1.8,0.2,0.0,0.1,0.6,1,66.5,0.3392857142857143
442,52.3,0.0,70.9,10.6,2.5,1.8,0.9,2.9,1,1659.0,0.654696132596685
443,47.9,22.2,74.1,10.6,2.8,1.7,0.5,2.7,1,1628.1000000000001,0.5894428152492669
444,46.6,20.0,73.0,3.4,3.7,0.9,0.1,2.7,1,1147.6,0.551094890510949
445,44.8,31.7,79.2,4.5,2.1,0.8,0.8,1.6,1,844.6,0.3843283582089552
446,45.2,22.2,72.3,1.6,3.6,1.1,0.1,2.1,1,752.4,0.37218045112781956
447,53.5,0.0,71.2,2.6,0.4,0.3,0.9,0.3,0,191.39999999999998,0.2796610169491525
448,57.9,25.0,62.4,5.2,1.7,1.2,0.8,2.3,1,1031.8,0.5234375
449,46.2,46.7,67.2,2.8,2.5,0.7,0.1,0.9,1,655.2,0.3574468085106383
450,42.8,34.5,69.6,2.7,2.1,0.7,0.3,1.9,1,759.2,0.4444444444444445
451,46.2,0.0,69.0,4.1,1.0,0.4,0.6,1.7,1,408.0,0.2524752475247525
452,59.5,0.0,61.4,5.9,0.8,0.8,0.1,0.6,1,360.8,0.22000000000000003
453,40.8,13.3,75.3,1.8,4.9,1.2,0.2,2.5,0,518.0,0.358974358974359
454,48.7,12.5,81.0,1.5,2.6,0.6,0.0,1.9,0,762.6,0.47938144329896915
455,45.7,11.1,59.7,3.6,2.6,1.3,0.6,2.0,1,529.3000000000001,0.3471502590673575
456,42.2,20.0,64.2,2.1,0.5,0.5,0.2,0.7,0,142.79999999999998,0.247787610619469
457,47.9,0.0,69.9,2.9,3.4,1.6,0.1,1.3,1,367.5,0.2592592592592593
458,41.4,0.0,65.6,5.7,1.4,0.3,3.4,1.7,1,348.3,0.22751322751322753
459,53.3,0.0,74.1,5.4,1.4,0.6,0.9,1.1,0,472.5,0.33510638297872336
460,40.0,0.0,65.2,1.8,2.5,0.9,0.3,1.4,0,158.4,0.20454545454545453
461,43.1,34.4,72.8,1.9,0.8,0.6,0.2,0.6,0,469.7,0.3112244897959183
462,38.0,0.0,73.7,1.6,2.9,0.5,0.2,1.6,0,172.0,0.2366863905325444
463,42.9,40.0,83.3,1.8,1.8,0.8,0.2,1.4,1,615.6,0.49390243902439024
464,40.4,36.8,69.6,3.5,1.5,0.7,0.3,1.2,1,405.6,0.31901840490797545
465,47.6,25.0,73.5,3.3,0.8,0.3,0.3,1.1,0,477.40000000000003,0.389937106918239
466,43.2,0.0,76.2,1.4,2.5,0.8,0.1,1.7,1,387.6,0.3904109589041096
467,45.5,13.9,67.3,1.7,0.4,0.4,0.2,0.8,0,192.4,0.3592233009708738
468,48.5,0.0,57.1,3.7,0.8,0.4,0.6,1.2,1,347.2,0.39436619718309857
469,51.2,0.0,65.0,5.3,0.5,0.6,0.9,1.4,1,383.40000000000003,0.38848920863309355
470,53.4,0.0,77.4,3.4,0.9,0.4,0.2,0.8,0,259.70000000000005,0.37121212121212127
471,31.4,0.0,78.3,2.7,0.8,0.3,0.2,0.7,0,123.19999999999999,0.23728813559322032
472,36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,0,183.60000000000002,0.24324324324324326
473,36.4,11.1,81.0,1.1,1.9,0.2,0.0,1.4,1,183.60000000000002,0.24324324324324326
474,43.5,14.3,57.7,1.5,0.7,0.4,0.1,1.0,1,196.0,0.37735849056603776
475,44.5,0.0,47.1,2.2,0.5,0.3,0.2,0.5,0,178.2,0.3203883495145631
476,42.0,0.0,57.1,2.5,0.3,0.1,0.6,0.4,0,166.4,0.31683168316831684
477,47.7,14.3,76.0,1.2,1.1,0.4,0.1,0.9,1,248.0,0.4081632653061224
478,54.3,0.0,64.2,1.6,0.5,0.3,0.0,0.8,1,325.0,0.5208333333333334
479,48.5,15.4,70.0,2.4,0.4,0.5,0.3,0.5,0,76.0,0.19
480,44.9,36.0,73.7,1.2,0.6,0.3,0.1,0.6,0,247.5,0.4787234042553191
481,40.6,0.0,67.8,1.6,0.6,0.3,0.2,1.0,0,153.60000000000002,0.36781609195402304
482,36.7,0.0,45.0,2.0,0.5,0.1,0.3,0.7,0,29.900000000000002,0.1566265060240964
483,37.4,22.0,64.4,1.1,0.8,0.6,0.1,0.7,0,226.8,0.4390243902439025
484,41.5,0.0,66.0,0.9,0.8,0.5,0.1,0.9,0,145.2,0.4177215189873417
485,40.4,0.0,31.3,1.9,0.2,0.1,0.3,0.4,1,81.0,0.22058823529411764
486,37.5,14.3,56.3,0.9,0.4,0.2,0.1,0.5,1,85.80000000000001,0.3235294117647059
487,45.3,0.0,44.4,2.1,0.2,0.1,0.1,1.0,1,79.2,0.4313725490196079
488,34.2,0.0,55.0,1.3,0.1,0.2,0.0,0.3,1,37.199999999999996,0.26666666666666666
489,36.1,9.1,66.7,0.5,0.6,0.1,0.1,0.4,0,101.5,0.6904761904761905
490,49.6,22.7,79.7,5.4,3.3,1.1,0.2,3.4,1,1771.2,0.5760000000000001
491,58.2,0.0,62.4,12.3,1.3,1.0,1.0,2.9,1,1271.0,0.4492753623188406
492,42.4,28.8,70.4,2.9,7.8,2.1,0.2,4.2,1,1224.0,0.5029585798816568
493,52.5,0.0,62.0,6.9,1.8,0.7,0.6,2.7,1,1393.2,0.5196374622356495
494,49.7,25.0,71.6,7.0,2.2,1.1,0.3,2.4,1,1733.3999999999999,0.6604938271604938
495,46.5,35.2,68.0,4.9,3.2,0.7,0.4,2.6,1,953.6999999999999,0.6493055555555555
496,47.7,28.6,67.0,7.4,1.7,0.7,2.2,1.7,1,943.0,0.4136690647482014
497,56.1,33.3,75.2,9.3,1.6,0.5,0.7,2.9,1,1180.8,0.5333333333333333
498,41.4,21.5,75.0,1.9,4.8,1.0,0.1,2.0,1,845.3,0.41634241245136183
499,44.1,0.0,70.3,3.8,2.4,0.9,0.0,1.4,1,664.0,0.332
500,61.3,0.0,64.2,5.9,1.2,0.5,1.1,2.5,1,998.4000000000001,0.5739910313901345
501,48.2,23.1,77.8,4.1,1.9,0.8,0.5,2.4,1,919.6,0.5426008968609866
502,47.7,0.0,68.4,5.1,1.8,0.7,0.2,1.3,1,768.0,0.45070422535211263
503,45.9,9.1,66.4,4.4,1.5,0.7,0.2,1.3,1,688.2,0.45365853658536587
504,45.9,9.1,66.4,4.4,1.5,0.7,0.2,1.3,1,688.2,0.45365853658536587
505,48.1,0.0,75.7,5.2,1.8,0.6,0.9,1.8,1,647.8000000000001,0.398989898989899
506,43.4,0.0,77.5,3.3,0.6,0.5,0.3,1.4,0,553.0,0.36458333333333337
507,55.6,0.0,55.1,5.2,0.6,0.8,1.3,1.1,0,359.9,0.33516483516483514
508,51.8,0.0,50.4,5.4,0.9,0.9,1.2,1.2,1,294.4,0.2598870056497175
509,46.1,0.0,58.3,4.7,1.0,0.3,1.3,0.9,1,333.9,0.3081395348837209
510,50.3,0.0,70.8,3.6,0.7,0.6,0.3,0.8,1,347.90000000000003,0.2882352941176471
511,41.3,0.0,76.0,1.8,3.3,1.1,0.0,1.6,1,524.8000000000001,0.37869822485207105
512,45.3,28.1,72.6,1.9,2.5,0.8,0.2,1.3,0,396.9,0.38650306748466257
513,46.5,30.5,65.7,1.4,2.3,0.8,0.1,1.4,0,448.0,0.43478260869565216
514,46.4,0.0,72.0,2.7,1.2,0.5,0.4,1.0,0,489.90000000000003,0.43125
515,51.3,0.0,69.9,3.0,1.1,0.3,0.3,1.4,1,547.5,0.46202531645569617
516,51.9,0.0,52.0,4.8,1.1,0.2,1.5,1.6,1,360.0,0.30405405405405406
517,52.1,0.0,64.1,3.2,1.0,0.5,0.9,1.3,1,528.0,0.4459459459459459
518,54.6,0.0,60.1,2.6,0.7,0.4,0.3,0.9,1,377.3,0.35000000000000003
519,43.5,0.0,59.4,1.6,0.8,0.4,0.0,0.5,0,191.1,0.3
520,31.6,28.0,73.3,0.6,1.4,0.4,0.0,0.8,0,55.199999999999996,0.24731182795698922
521,50.9,0.0,45.9,2.5,0.6,0.3,0.7,0.7,0,208.79999999999998,0.24369747899159663
522,51.0,0.0,82.0,1.2,0.5,0.3,0.0,0.8,1,248.39999999999998,0.40350877192982454
523,45.9,22.2,64.3,0.8,1.4,0.5,0.0,1.1,0,225.39999999999998,0.4144144144144144
524,58.3,50.0,82.5,1.3,0.8,0.4,0.1,0.8,0,133.4,0.2710280373831776
525,47.8,0.0,81.1,2.5,0.6,0.2,0.2,0.8,0,205.2,0.3584905660377358
526,35.7,29.4,86.2,1.1,1.6,0.7,0.1,1.0,1,217.29999999999998,0.38679245283018865
527,46.5,0.0,58.5,1.3,0.4,0.5,0.1,0.9,1,191.10000000000002,0.5444444444444445
528,54.0,66.7,50.7,0.7,1.3,0.4,0.1,1.0,0,146.2,0.3953488372093023
529,52.4,0.0,60.4,1.7,0.3,0.3,0.1,0.7,0,136.5,0.4117647058823529
530,35.5,30.1,77.8,1.3,0.3,0.2,0.0,0.3,0,116.10000000000001,0.29347826086956524
531,45.8,0.0,65.4,1.5,0.2,0.2,0.1,0.4,0,142.79999999999998,0.4197530864197531
532,43.3,0.0,74.1,0.6,1.1,0.4,0.1,0.6,1,151.20000000000002,0.5217391304347826
533,44.4,0.0,73.2,1.5,0.1,0.1,0.0,0.4,0,151.9,0.4492753623188406
534,45.1,0.0,67.7,0.7,0.4,0.3,0.1,0.7,0,153.0,0.4545454545454546
535,32.2,0.0,64.7,0.8,0.4,0.3,0.1,0.6,1,68.39999999999999,0.2878787878787879
536,49.1,0.0,71.6,9.3,1.4,0.6,1.5,3.0,1,1549.8,0.5308988764044943
537,46.4,19.2,71.6,3.6,2.4,1.3,0.5,2.9,1,1668.6000000000001,0.5819209039548023
538,51.2,0.0,58.8,12.1,1.1,0.8,0.8,1.8,1,787.1999999999999,0.3057324840764331
539,48.6,27.8,63.7,6.1,3.2,1.1,0.3,1.9,1,869.0,0.3514376996805112
540,45.2,9.7,74.9,2.4,6.9,1.1,0.1,2.9,1,1216.0,0.5
541,37.1,17.4,86.0,1.6,2.8,0.4,0.0,1.5,0,174.9,0.3231707317073171
542,36.3,19.0,66.7,1.5,0.3,0.2,0.0,0.4,0,77.7,0.24418604651162792
543,50.3,0.0,76.5,8.6,2.7,0.7,1.0,1.6,1,793.8000000000001,0.32236842105263164
544,47.9,0.0,70.6,5.4,2.5,1.2,0.4,2.0,1,1205.3999999999999,0.4867549668874172
545,42.3,0.0,76.7,7.5,1.3,1.0,1.8,2.3,1,739.1999999999999,0.46808510638297873
546,46.8,24.0,73.3,2.9,3.7,1.7,0.4,2.2,1,907.1999999999999,0.45901639344262296
547,49.5,31.0,71.2,1.9,3.6,0.8,0.1,2.9,1,967.5,0.5466101694915254
548,46.0,0.0,69.9,6.7,1.5,0.5,0.3,1.8,0,571.2,0.3574468085106383
549,45.3,33.3,80.6,3.8,1.9,0.7,0.1,1.3,0,427.0,0.2606837606837607
550,44.4,0.0,77.6,3.3,2.3,1.3,0.3,2.1,1,931.5,0.5043859649122807
551,49.1,0.0,80.7,4.4,1.6,0.7,0.3,1.5,1,861.0,0.481651376146789
552,49.9,0.0,66.3,4.5,1.0,0.6,0.6,1.6,0,805.8,0.4700460829493087
553,40.7,23.5,79.7,1.6,3.3,1.2,0.1,2.2,1,501.59999999999997,0.3173076923076923
554,40.7,23.5,79.7,1.6,3.3,1.2,0.1,2.2,0,501.59999999999997,0.3173076923076923
555,53.3,0.0,67.9,4.4,0.7,0.3,1.8,1.3,1,820.0,0.49751243781094523
